fixture_id,league,season,kickoff,home_team,away_team,status,home_goals,away_goals,home_xg,away_xg,o_home,o_draw,o_away,o_btts_yes,o_btts_no,o_over_25,o_under_25,synthetic_only
1780,Serie A (Italy),2024,2025-04-09 21:00:00,Ser-Team-08,Ser-Team-13,FINISHED,0.0,3.0,1.02,1.58,3.96,3.96,1.83,1.74,2.1,1.79,2.04,True
1781,Serie A (Italy),2024,2025-04-09 18:00:00,Ser-Team-09,Ser-Team-11,FINISHED,0.0,1.0,1.14,1.03,1.9,3.26,4.43,2.54,1.53,2.88,1.43,True
1782,Serie A (Italy),2024,2025-04-09 16:00:00,Ser-Team-01,Ser-Team-14,FINISHED,1.0,0.0,1.04,1.02,2.07,3.07,3.93,2.62,1.51,3.14,1.37,True
1783,Serie A (Italy),2024,2025-04-09 13:00:00,Ser-Team-03,Ser-Team-05,FINISHED,1.0,1.0,0.77,0.76,3.23,3.22,2.29,2.25,1.66,2.67,1.48,True
1784,Serie A (Italy),2024,2025-04-09 18:00:00,Ser-Team-07,Ser-Team-12,FINISHED,1.0,1.0,1.3,1.42,2.97,3.48,2.29,1.92,1.89,2.15,1.72,True
1785,Bundesliga (Germany),2024,2025-04-09 18:00:00,Bun-Team-08,Bun-Team-05,FINISHED,0.0,0.0,0.4,0.67,4.53,2.68,2.16,3.55,1.3,4.72,1.19,True
1786,Bundesliga (Germany),2024,2025-04-09 18:00:00,Bun-Team-06,Bun-Team-11,FINISHED,2.0,2.0,2.18,1.01,1.33,5.7,7.61,1.71,2.17,1.42,2.86,True
1787,Bundesliga (Germany),2024,2025-04-09 18:00:00,Bun-Team-01,Bun-Team-10,FINISHED,0.0,0.0,1.18,1.09,2.2,3.21,3.42,2.3,1.63,2.74,1.46,True
1788,Bundesliga (Germany),2024,2025-04-09 21:00:00,Bun-Team-02,Bun-Team-14,FINISHED,0.0,2.0,1.73,1.4,1.98,4.19,3.12,1.48,2.63,1.49,2.65,True
1789,Bundesliga (Germany),2024,2025-04-09 16:00:00,Bun-Team-12,Bun-Team-03,FINISHED,3.0,0.0,2.25,0.33,1.42,4.18,8.43,2.75,1.46,2.41,1.57,True
1790,Bundesliga (Germany),2024,2025-04-09 13:00:00,Bun-Team-04,Bun-Team-13,FINISHED,1.0,3.0,1.52,1.41,2.61,3.85,2.4,1.61,2.32,1.7,2.13,True
1791,Bundesliga (Germany),2024,2025-04-09 16:00:00,Bun-Team-15,Bun-Team-09,FINISHED,0.0,0.0,1.36,0.51,2.52,2.6,3.61,3.44,1.31,4.93,1.18,True
1792,Bundesliga (Germany),2024,2025-04-09 16:00:00,Bun-Team-16,Bun-Team-07,FINISHED,1.0,0.0,1.03,1.23,3.44,3.27,2.18,2.24,1.67,2.59,1.5,True
1793,Ligue 1 (France),2024,2025-04-09 16:00:00,Lig-Team-12,Lig-Team-09,FINISHED,1.0,1.0,0.7,0.77,2.56,3.12,2.9,2.32,1.61,2.83,1.42,True
1794,Ligue 1 (France),2024,2025-04-09 13:00:00,Lig-Team-07,Lig-Team-06,FINISHED,1.0,1.0,1.96,0.57,1.6,4.16,5.18,1.9,1.92,1.85,1.97,True
1795,Ligue 1 (France),2024,2025-04-09 18:00:00,Lig-Team-15,Lig-Team-01,FINISHED,2.0,1.0,1.7,0.95,1.51,4.51,5.82,1.82,1.99,1.69,2.17,True
1796,Ligue 1 (France),2024,2025-04-09 18:00:00,Lig-Team-03,Lig-Team-04,FINISHED,1.0,0.0,0.61,0.79,3.29,2.36,2.98,4.06,1.24,6.38,1.11,True
1797,Ligue 1 (France),2024,2025-04-09 16:00:00,Lig-Team-14,Lig-Team-05,FINISHED,4.0,0.0,1.09,0.94,2.03,3.48,3.57,2.03,1.81,2.23,1.67,True
1798,Ligue 1 (France),2024,2025-04-09 21:00:00,Lig-Team-13,Lig-Team-16,FINISHED,1.0,1.0,1.28,0.56,2.51,2.58,3.58,3.4,1.32,4.89,1.19,True
1799,Ligue 1 (France),2024,2025-04-09 13:00:00,Lig-Team-08,Lig-Team-11,FINISHED,1.0,0.0,0.65,1.27,4.17,2.92,2.11,2.96,1.39,3.75,1.27,True
1800,Ligue 1 (France),2024,2025-04-09 16:00:00,Lig-Team-02,Lig-Team-10,FINISHED,0.0,0.0,0.95,0.75,2.09,2.95,4.16,2.92,1.42,3.62,1.3,True
1801,Premier League (England),2024,2025-04-10 13:00:00,Pre-Team-02,Pre-Team-11,FINISHED,1.0,0.0,1.32,0.99,1.95,3.61,3.77,1.96,1.85,2.12,1.73,True
1802,Premier League (England),2024,2025-04-10 18:00:00,Pre-Team-09,Pre-Team-10,FINISHED,1.0,2.0,1.61,0.56,1.8,3.41,4.88,2.5,1.54,2.71,1.47,True
1803,Premier League (England),2024,2025-04-10 21:00:00,Pre-Team-14,Pre-Team-12,FINISHED,2.0,0.0,1.29,0.97,2.03,3.37,3.6,2.12,1.74,2.43,1.57,True
1804,Premier League (England),2024,2025-04-10 13:00:00,Pre-Team-15,Pre-Team-13,FINISHED,2.0,2.0,0.82,1.06,2.64,2.99,2.91,2.49,1.56,3.11,1.37,True
1805,Premier League (England),2024,2025-04-10 21:00:00,Pre-Team-05,Pre-Team-07,FINISHED,4.0,1.0,1.92,0.62,1.49,4.58,5.72,1.79,2.01,1.68,2.2,True
1806,Premier League (England),2024,2025-04-10 16:00:00,Pre-Team-06,Pre-Team-04,FINISHED,0.0,2.0,0.99,1.75,4.42,3.75,1.74,2.04,1.77,2.14,1.72,True
1807,Premier League (England),2024,2025-04-10 16:00:00,Pre-Team-08,Pre-Team-01,FINISHED,0.0,2.0,0.57,1.47,4.67,3.28,1.85,2.57,1.52,2.9,1.42,True
1808,Premier League (England),2024,2025-04-10 18:00:00,Pre-Team-16,Pre-Team-03,FINISHED,1.0,1.0,1.35,0.57,2.07,2.89,4.36,3.04,1.39,3.81,1.27,True
1809,La Liga (Spain),2024,2025-04-10 16:00:00,La -Team-05,La -Team-10,FINISHED,2.0,1.0,1.35,1.14,1.89,3.75,3.76,1.86,1.94,1.98,1.86,True
1810,La Liga (Spain),2024,2025-04-10 21:00:00,La -Team-03,La -Team-09,FINISHED,2.0,5.0,2.57,2.3,2.21,4.8,2.48,1.21,4.51,1.16,5.04,True
1811,La Liga (Spain),2024,2025-04-10 21:00:00,La -Team-16,La -Team-15,FINISHED,2.0,1.0,0.94,1.39,3.49,3.27,2.13,2.21,1.67,2.61,1.51,True
1812,La Liga (Spain),2024,2025-04-10 18:00:00,La -Team-06,La -Team-11,FINISHED,0.0,2.0,1.01,0.66,2.55,2.98,3.05,2.54,1.54,3.17,1.35,True
1813,La Liga (Spain),2024,2025-04-10 18:00:00,La -Team-08,La -Team-07,FINISHED,2.0,0.0,1.45,0.24,1.67,3.23,6.58,3.38,1.33,3.57,1.3,True
1814,La Liga (Spain),2024,2025-04-10 16:00:00,La -Team-04,La -Team-12,FINISHED,2.0,1.0,0.83,1.08,4.69,3.09,1.9,2.86,1.43,3.37,1.33,True
1815,La Liga (Spain),2024,2025-04-10 13:00:00,La -Team-02,La -Team-01,FINISHED,3.0,2.0,2.16,1.91,1.89,4.34,3.34,1.46,2.77,1.44,2.83,True
1816,La Liga (Spain),2024,2025-04-10 13:00:00,La -Team-14,La -Team-13,FINISHED,1.0,0.0,1.4,0.31,1.69,3.46,5.57,2.71,1.47,2.83,1.44,True
1817,Serie A (Italy),2024,2025-04-10 18:00:00,Ser-Team-07,Ser-Team-13,FINISHED,1.0,1.0,1.1,0.82,2.44,3.09,3.07,2.37,1.6,2.9,1.43,True
1818,Serie A (Italy),2024,2025-04-10 13:00:00,Ser-Team-10,Ser-Team-03,FINISHED,2.0,0.0,1.7,1.14,1.76,4.3,3.88,1.55,2.46,1.53,2.49,True
1819,Serie A (Italy),2024,2025-04-10 21:00:00,Ser-Team-16,Ser-Team-14,FINISHED,2.0,3.0,0.75,1.69,4.64,3.77,1.72,2.05,1.81,2.11,1.73,True
1820,Serie A (Italy),2024,2025-04-10 16:00:00,Ser-Team-15,Ser-Team-02,FINISHED,0.0,5.0,0.94,1.03,3.54,2.96,2.26,2.64,1.5,3.34,1.35,True
1821,Serie A (Italy),2024,2025-04-10 13:00:00,Ser-Team-12,Ser-Team-01,FINISHED,0.0,1.0,1.11,1.13,2.67,3.22,2.63,2.13,1.73,2.51,1.52,True
1822,Serie A (Italy),2024,2025-04-10 13:00:00,Ser-Team-06,Ser-Team-04,FINISHED,0.0,0.0,0.02,0.79,7.89,2.45,1.9,6.17,1.12,7.82,1.08,True
1823,Serie A (Italy),2024,2025-04-10 21:00:00,Ser-Team-05,Ser-Team-11,FINISHED,2.0,0.0,1.19,0.53,1.69,3.36,5.99,2.92,1.42,3.14,1.38,True
1824,Serie A (Italy),2024,2025-04-10 16:00:00,Ser-Team-08,Ser-Team-09,FINISHED,0.0,4.0,1.02,2.25,4.18,4.17,1.7,1.66,2.24,1.65,2.23,True
1825,Bundesliga (Germany),2024,2025-04-10 16:00:00,Bun-Team-09,Bun-Team-05,FINISHED,1.0,2.0,1.47,0.7,1.97,2.91,4.8,3.17,1.35,3.93,1.26,True
1826,Bundesliga (Germany),2024,2025-04-10 18:00:00,Bun-Team-15,Bun-Team-07,FINISHED,1.0,0.0,1.51,0.85,1.72,3.47,5.12,2.54,1.54,2.74,1.46,True
1827,Bundesliga (Germany),2024,2025-04-10 18:00:00,Bun-Team-10,Bun-Team-16,FINISHED,1.0,0.0,1.21,1.13,1.81,3.32,4.82,2.6,1.52,2.89,1.42,True
1828,Bundesliga (Germany),2024,2025-04-10 21:00:00,Bun-Team-11,Bun-Team-01,FINISHED,3.0,1.0,0.87,1.53,3.39,3.69,2.04,1.81,1.99,1.97,1.87,True
1829,Bundesliga (Germany),2024,2025-04-10 16:00:00,Bun-Team-06,Bun-Team-14,FINISHED,1.0,2.0,3.09,1.39,1.39,5.66,5.91,1.41,2.95,1.24,4.03,True
1830,Bundesliga (Germany),2024,2025-04-10 13:00:00,Bun-Team-08,Bun-Team-03,FINISHED,0.0,1.0,0.74,0.66,2.94,2.4,3.24,3.95,1.25,6.15,1.14,True
1831,Bundesliga (Germany),2024,2025-04-10 21:00:00,Bun-Team-04,Bun-Team-02,FINISHED,1.0,0.0,1.15,1.35,2.75,3.41,2.44,1.92,1.87,2.18,1.69,True
1832,Bundesliga (Germany),2024,2025-04-10 18:00:00,Bun-Team-13,Bun-Team-12,FINISHED,1.0,0.0,1.6,1.72,3.42,3.88,1.95,1.67,2.22,1.75,2.11,True
1833,Ligue 1 (France),2024,2025-04-10 18:00:00,Lig-Team-14,Lig-Team-04,FINISHED,1.0,0.0,0.81,0.71,2.77,2.94,2.76,2.61,1.52,3.31,1.33,True
1834,Ligue 1 (France),2024,2025-04-10 16:00:00,Lig-Team-06,Lig-Team-03,FINISHED,2.0,2.0,1.48,1.5,2.27,3.37,3.1,2.01,1.82,2.27,1.62,True
1835,Ligue 1 (France),2024,2025-04-10 13:00:00,Lig-Team-07,Lig-Team-10,FINISHED,1.0,0.0,1.76,0.44,1.33,4.64,10.09,2.76,1.45,2.2,1.69,True
1836,Ligue 1 (France),2024,2025-04-10 16:00:00,Lig-Team-02,Lig-Team-11,FINISHED,0.0,0.0,0.88,0.99,4.19,2.95,2.06,2.87,1.42,3.56,1.3,True
1837,Ligue 1 (France),2024,2025-04-10 21:00:00,Lig-Team-15,Lig-Team-09,FINISHED,1.0,1.0,1.71,0.93,1.92,3.62,3.85,2.01,1.8,2.18,1.68,True
1838,Ligue 1 (France),2024,2025-04-10 18:00:00,Lig-Team-13,Lig-Team-12,FINISHED,1.0,0.0,0.74,0.92,2.96,2.96,2.59,2.51,1.53,3.14,1.36,True
1839,Ligue 1 (France),2024,2025-04-10 18:00:00,Lig-Team-08,Lig-Team-01,FINISHED,0.0,1.0,0.95,0.97,3.23,2.91,2.48,2.72,1.47,3.54,1.3,True
1840,Ligue 1 (France),2024,2025-04-10 18:00:00,Lig-Team-16,Lig-Team-05,FINISHED,3.0,1.0,0.84,0.62,2.44,2.69,3.6,3.19,1.36,4.33,1.23,True
1841,Premier League (England),2024,2025-04-16 21:00:00,Pre-Team-08,Pre-Team-12,FINISHED,0.0,0.0,0.92,1.27,2.91,3.27,2.43,2.11,1.74,2.45,1.57,True
1842,Premier League (England),2024,2025-04-16 16:00:00,Pre-Team-04,Pre-Team-10,FINISHED,2.0,2.0,2.76,0.14,1.19,6.8,13.22,2.14,1.7,1.52,2.54,True
1843,Premier League (England),2024,2025-04-16 21:00:00,Pre-Team-02,Pre-Team-05,FINISHED,0.0,0.0,0.95,0.64,1.87,3.13,4.88,2.86,1.42,3.29,1.34,True
1844,Premier League (England),2024,2025-04-16 16:00:00,Pre-Team-14,Pre-Team-06,FINISHED,0.0,1.0,1.0,0.67,2.49,2.82,3.26,2.78,1.45,3.64,1.29,True
1845,Premier League (England),2024,2025-04-16 18:00:00,Pre-Team-16,Pre-Team-03,FINISHED,0.0,0.0,0.89,0.47,2.06,2.89,4.36,3.05,1.38,3.79,1.27,True
1846,Premier League (England),2024,2025-04-16 18:00:00,Pre-Team-07,Pre-Team-09,FINISHED,1.0,0.0,1.08,1.21,3.07,3.62,2.2,1.8,2.02,1.96,1.84,True
1847,Premier League (England),2024,2025-04-16 21:00:00,Pre-Team-11,Pre-Team-13,FINISHED,0.0,1.0,1.57,0.62,1.77,3.77,4.37,1.99,1.83,2.07,1.76,True
1848,Premier League (England),2024,2025-04-16 18:00:00,Pre-Team-01,Pre-Team-15,FINISHED,0.0,0.0,1.47,0.99,1.87,3.53,4.19,2.13,1.72,2.28,1.63,True
1849,La Liga (Spain),2024,2025-04-16 21:00:00,La -Team-05,La -Team-14,FINISHED,0.0,1.0,1.34,1.06,2.5,3.23,2.9,2.16,1.7,2.54,1.53,True
1850,La Liga (Spain),2024,2025-04-16 21:00:00,La -Team-06,La -Team-07,FINISHED,2.0,0.0,0.86,0.64,1.72,3.45,5.3,2.55,1.52,2.69,1.47,True
1851,La Liga (Spain),2024,2025-04-16 18:00:00,La -Team-16,La -Team-08,FINISHED,0.0,1.0,0.6,1.5,4.68,3.18,1.87,2.66,1.49,3.07,1.37,True
1852,La Liga (Spain),2024,2025-04-16 13:00:00,La -Team-12,La -Team-13,FINISHED,2.0,0.0,1.48,0.37,1.53,3.88,6.58,2.51,1.53,2.4,1.59,True
1853,La Liga (Spain),2024,2025-04-16 18:00:00,La -Team-10,La -Team-03,FINISHED,3.0,2.0,2.1,1.17,1.39,5.47,6.14,1.5,2.6,1.33,3.34,True
1854,La Liga (Spain),2024,2025-04-16 16:00:00,La -Team-01,La -Team-15,FINISHED,2.0,2.0,0.95,1.04,2.51,3.45,2.72,1.91,1.89,2.16,1.7,True
1855,La Liga (Spain),2024,2025-04-16 13:00:00,La -Team-11,La -Team-09,FINISHED,2.0,0.0,2.01,1.16,1.65,4.06,4.78,1.88,1.93,1.86,1.94,True
1856,La Liga (Spain),2024,2025-04-16 13:00:00,La -Team-02,La -Team-04,FINISHED,0.0,1.0,1.2,0.93,2.02,3.45,3.61,2.07,1.76,2.3,1.63,True
1857,Serie A (Italy),2024,2025-04-16 13:00:00,Ser-Team-13,Ser-Team-05,FINISHED,2.0,1.0,1.35,1.13,3.29,2.72,2.59,3.11,1.37,4.24,1.23,True
1858,Serie A (Italy),2024,2025-04-16 18:00:00,Ser-Team-04,Ser-Team-09,FINISHED,2.0,0.0,1.28,0.16,1.95,3.08,4.5,2.75,1.46,3.27,1.35,True
1859,Serie A (Italy),2024,2025-04-16 13:00:00,Ser-Team-10,Ser-Team-03,FINISHED,0.0,3.0,2.28,0.91,1.77,4.3,3.89,1.55,2.47,1.53,2.52,True
1860,Serie A (Italy),2024,2025-04-16 16:00:00,Ser-Team-12,Ser-Team-16,FINISHED,1.0,0.0,2.31,0.71,1.33,5.39,8.01,1.86,1.96,1.55,2.45,True
1861,Serie A (Italy),2024,2025-04-16 13:00:00,Ser-Team-06,Ser-Team-01,FINISHED,0.0,0.0,0.14,0.85,8.37,2.61,1.81,5.65,1.15,6.66,1.1,True
1862,Serie A (Italy),2024,2025-04-16 13:00:00,Ser-Team-15,Ser-Team-14,FINISHED,2.0,0.0,0.58,1.4,3.61,3.0,2.22,2.59,1.52,3.16,1.35,True
1863,Serie A (Italy),2024,2025-04-16 16:00:00,Ser-Team-02,Ser-Team-08,FINISHED,1.0,1.0,2.34,0.92,1.32,5.49,8.29,1.9,1.93,1.55,2.44,True
1864,Serie A (Italy),2024,2025-04-16 21:00:00,Ser-Team-11,Ser-Team-07,FINISHED,0.0,1.0,1.27,1.12,2.92,3.25,2.45,2.15,1.71,2.51,1.52,True
1865,Bundesliga (Germany),2024,2025-04-16 21:00:00,Bun-Team-08,Bun-Team-02,FINISHED,1.0,0.0,0.73,1.34,4.01,2.82,2.21,3.11,1.38,4.05,1.25,True
1866,Bundesliga (Germany),2024,2025-04-16 13:00:00,Bun-Team-12,Bun-Team-13,FINISHED,2.0,4.0,2.36,1.19,1.57,4.41,5.1,1.75,2.11,1.65,2.24,True
1867,Bundesliga (Germany),2024,2025-04-16 16:00:00,Bun-Team-05,Bun-Team-01,FINISHED,2.0,2.0,1.3,0.97,2.52,3.1,2.92,2.33,1.61,2.82,1.45,True
1868,Bundesliga (Germany),2024,2025-04-16 16:00:00,Bun-Team-06,Bun-Team-16,FINISHED,2.0,0.0,2.16,0.44,1.36,4.87,7.93,2.12,1.74,1.81,2.01,True
1869,Bundesliga (Germany),2024,2025-04-16 21:00:00,Bun-Team-14,Bun-Team-03,FINISHED,0.0,2.0,2.03,1.41,1.66,4.09,4.62,1.8,2.03,1.8,2.02,True
1870,Bundesliga (Germany),2024,2025-04-16 18:00:00,Bun-Team-10,Bun-Team-15,FINISHED,2.0,2.0,0.93,0.98,3.78,2.94,2.2,2.8,1.46,3.51,1.31,True
1871,Bundesliga (Germany),2024,2025-04-16 16:00:00,Bun-Team-11,Bun-Team-09,FINISHED,1.0,0.0,0.95,1.75,4.9,3.5,1.76,2.41,1.58,2.59,1.51,True
1872,Bundesliga (Germany),2024,2025-04-16 21:00:00,Bun-Team-04,Bun-Team-07,FINISHED,2.0,2.0,1.48,1.68,2.99,3.5,2.28,1.94,1.88,2.17,1.7,True
1873,Ligue 1 (France),2024,2025-04-16 18:00:00,Lig-Team-01,Lig-Team-03,FINISHED,1.0,1.0,1.19,0.8,2.27,3.03,3.41,2.48,1.54,3.11,1.38,True
1874,Ligue 1 (France),2024,2025-04-16 21:00:00,Lig-Team-04,Lig-Team-08,FINISHED,1.0,0.0,0.73,0.43,2.1,2.47,5.49,4.6,1.21,6.53,1.12,True
1875,Ligue 1 (France),2024,2025-04-16 21:00:00,Lig-Team-13,Lig-Team-02,FINISHED,2.0,1.0,0.86,0.54,2.13,2.7,4.48,3.46,1.31,4.67,1.19,True
1876,Ligue 1 (France),2024,2025-04-16 21:00:00,Lig-Team-05,Lig-Team-11,FINISHED,1.0,1.0,1.23,1.59,3.49,3.21,2.15,2.28,1.64,2.66,1.5,True
1877,Ligue 1 (France),2024,2025-04-16 13:00:00,Lig-Team-10,Lig-Team-07,FINISHED,0.0,5.0,0.79,1.96,6.45,3.76,1.55,2.6,1.51,2.51,1.53,True
1878,Ligue 1 (France),2024,2025-04-16 13:00:00,Lig-Team-16,Lig-Team-14,FINISHED,1.0,2.0,1.08,0.72,2.56,3.01,2.99,2.46,1.55,3.07,1.38,True
1879,Ligue 1 (France),2024,2025-04-16 18:00:00,Lig-Team-09,Lig-Team-06,FINISHED,1.0,0.0,1.77,1.23,1.66,4.17,4.63,1.78,2.04,1.76,2.09,True
1880,Ligue 1 (France),2024,2025-04-16 13:00:00,Lig-Team-15,Lig-Team-12,FINISHED,0.0,1.0,1.57,1.12,1.77,3.76,4.27,1.93,1.87,2.0,1.81,True
1881,Premier League (England),2024,2025-04-17 21:00:00,Pre-Team-10,Pre-Team-12,FINISHED,0.0,1.0,1.66,1.64,2.69,3.89,2.32,1.56,2.41,1.64,2.25,True
1882,Premier League (England),2024,2025-04-17 18:00:00,Pre-Team-08,Pre-Team-02,FINISHED,0.0,2.0,0.19,1.39,6.94,3.34,1.64,3.29,1.34,3.36,1.33,True
1883,Premier League (England),2024,2025-04-17 16:00:00,Pre-Team-03,Pre-Team-09,FINISHED,2.0,1.0,0.88,0.98,2.3,2.96,3.47,2.67,1.47,3.4,1.32,True
1884,Premier League (England),2024,2025-04-17 16:00:00,Pre-Team-07,Pre-Team-13,FINISHED,2.0,3.0,1.51,1.44,3.3,3.88,2.0,1.67,2.24,1.72,2.12,True
1885,Premier League (England),2024,2025-04-17 18:00:00,Pre-Team-06,Pre-Team-11,FINISHED,0.0,1.0,0.91,1.2,3.4,3.73,2.02,1.78,2.03,1.93,1.89,True
1886,Premier League (England),2024,2025-04-17 18:00:00,Pre-Team-04,Pre-Team-14,FINISHED,2.0,0.0,1.64,-0.02,1.58,3.7,6.58,2.69,1.47,2.65,1.47,True
1887,Premier League (England),2024,2025-04-17 16:00:00,Pre-Team-01,Pre-Team-16,FINISHED,0.0,0.0,0.75,0.84,2.72,2.9,2.92,2.72,1.48,3.53,1.31,True
1888,Premier League (England),2024,2025-04-17 16:00:00,Pre-Team-15,Pre-Team-05,FINISHED,0.0,1.0,0.81,0.9,2.92,2.93,2.68,2.63,1.5,3.37,1.33,True
1889,La Liga (Spain),2024,2025-04-17 18:00:00,La -Team-11,La -Team-01,FINISHED,1.0,1.0,1.2,0.85,1.95,3.39,3.93,2.21,1.67,2.49,1.55,True
1890,La Liga (Spain),2024,2025-04-17 13:00:00,La -Team-14,La -Team-08,FINISHED,1.0,2.0,1.06,0.89,2.25,2.87,3.8,2.92,1.41,3.75,1.29,True
1891,La Liga (Spain),2024,2025-04-17 21:00:00,La -Team-16,La -Team-03,FINISHED,2.0,2.0,1.9,1.74,2.23,4.07,2.78,1.51,2.61,1.54,2.49,True
1892,La Liga (Spain),2024,2025-04-17 13:00:00,La -Team-06,La -Team-15,FINISHED,0.0,1.0,1.3,0.91,2.24,3.29,3.28,2.2,1.68,2.58,1.51,True
1893,La Liga (Spain),2024,2025-04-17 13:00:00,La -Team-04,La -Team-12,FINISHED,0.0,4.0,0.8,1.16,4.71,3.1,1.91,2.84,1.43,3.37,1.33,True
1894,La Liga (Spain),2024,2025-04-17 18:00:00,La -Team-07,La -Team-10,FINISHED,0.0,3.0,0.82,1.29,3.98,3.33,1.97,2.3,1.63,2.58,1.49,True
1895,La Liga (Spain),2024,2025-04-17 18:00:00,La -Team-02,La -Team-05,FINISHED,1.0,1.0,1.51,1.91,3.02,3.99,2.1,1.55,2.48,1.59,2.38,True
1896,La Liga (Spain),2024,2025-04-17 21:00:00,La -Team-13,La -Team-09,FINISHED,1.0,2.0,1.57,1.6,1.91,3.97,3.56,1.67,2.19,1.75,2.11,True
1897,Serie A (Italy),2024,2025-04-17 18:00:00,Ser-Team-06,Ser-Team-12,FINISHED,1.0,2.0,0.24,1.05,6.83,2.69,1.85,4.73,1.2,5.66,1.14,True
1898,Serie A (Italy),2024,2025-04-17 16:00:00,Ser-Team-13,Ser-Team-08,FINISHED,3.0,1.0,2.06,0.8,1.47,4.68,6.04,1.82,2.0,1.67,2.22,True
1899,Serie A (Italy),2024,2025-04-17 16:00:00,Ser-Team-05,Ser-Team-03,FINISHED,0.0,1.0,1.43,1.05,1.8,3.49,4.54,2.32,1.61,2.52,1.53,True
1900,Serie A (Italy),2024,2025-04-17 13:00:00,Ser-Team-09,Ser-Team-07,FINISHED,1.0,1.0,0.83,0.87,2.2,3.26,3.35,2.21,1.67,2.58,1.51,True
1901,Serie A (Italy),2024,2025-04-17 21:00:00,Ser-Team-01,Ser-Team-10,FINISHED,1.0,1.0,1.88,1.2,1.81,3.83,4.06,1.84,1.97,1.88,1.9,True
1902,Serie A (Italy),2024,2025-04-17 21:00:00,Ser-Team-11,Ser-Team-04,FINISHED,3.0,2.0,0.71,1.08,4.6,3.17,1.9,2.68,1.5,3.1,1.38,True
1903,Serie A (Italy),2024,2025-04-17 13:00:00,Ser-Team-02,Ser-Team-16,FINISHED,0.0,0.0,1.99,0.91,1.47,4.35,6.83,2.21,1.67,2.01,1.81,True
1904,Serie A (Italy),2024,2025-04-17 16:00:00,Ser-Team-15,Ser-Team-14,FINISHED,0.0,0.0,0.77,1.18,3.64,3.02,2.2,2.57,1.51,3.16,1.36,True
1905,Bundesliga (Germany),2024,2025-04-17 21:00:00,Bun-Team-11,Bun-Team-16,FINISHED,2.0,1.0,1.5,0.75,2.14,3.51,3.29,1.95,1.87,2.15,1.71,True
1906,Bundesliga (Germany),2024,2025-04-17 21:00:00,Bun-Team-09,Bun-Team-04,FINISHED,1.0,0.0,1.66,0.5,1.55,3.68,6.92,2.81,1.45,2.74,1.46,True
1907,Bundesliga (Germany),2024,2025-04-17 16:00:00,Bun-Team-01,Bun-Team-10,FINISHED,2.0,1.0,1.09,1.01,2.19,3.21,3.47,2.28,1.63,2.71,1.46,True
1908,Bundesliga (Germany),2024,2025-04-17 16:00:00,Bun-Team-15,Bun-Team-08,FINISHED,1.0,0.0,1.43,0.36,1.47,3.46,10.63,4.45,1.2,3.82,1.27,True
1909,Bundesliga (Germany),2024,2025-04-17 21:00:00,Bun-Team-02,Bun-Team-06,FINISHED,2.0,1.0,0.76,1.45,3.35,3.75,2.01,1.77,2.08,1.86,1.93,True
1910,Bundesliga (Germany),2024,2025-04-17 16:00:00,Bun-Team-12,Bun-Team-03,FINISHED,0.0,0.0,1.82,0.7,1.42,4.2,8.47,2.76,1.44,2.43,1.58,True
1911,Bundesliga (Germany),2024,2025-04-17 21:00:00,Bun-Team-07,Bun-Team-13,FINISHED,1.0,3.0,1.77,1.3,1.99,3.89,3.36,1.66,2.22,1.74,2.11,True
1912,Bundesliga (Germany),2024,2025-04-17 21:00:00,Bun-Team-05,Bun-Team-14,FINISHED,1.0,3.0,1.61,1.61,1.89,4.08,3.53,1.62,2.31,1.65,2.26,True
1913,Ligue 1 (France),2024,2025-04-17 21:00:00,Lig-Team-08,Lig-Team-13,FINISHED,0.0,0.0,0.67,0.99,3.37,2.56,2.71,3.51,1.31,5.21,1.17,True
1914,Ligue 1 (France),2024,2025-04-17 18:00:00,Lig-Team-06,Lig-Team-01,FINISHED,1.0,0.0,1.65,1.72,2.26,4.03,2.72,1.52,2.54,1.58,2.43,True
1915,Ligue 1 (France),2024,2025-04-17 18:00:00,Lig-Team-03,Lig-Team-14,FINISHED,1.0,1.0,0.95,1.17,2.5,3.09,2.97,2.33,1.59,2.87,1.43,True
1916,Ligue 1 (France),2024,2025-04-17 16:00:00,Lig-Team-16,Lig-Team-05,FINISHED,0.0,0.0,0.85,0.31,2.43,2.69,3.64,3.19,1.36,4.4,1.22,True
1917,Ligue 1 (France),2024,2025-04-17 18:00:00,Lig-Team-02,Lig-Team-11,FINISHED,3.0,0.0,0.36,0.83,4.18,2.97,2.07,2.88,1.44,3.57,1.3,True
1918,Ligue 1 (France),2024,2025-04-17 18:00:00,Lig-Team-04,Lig-Team-15,FINISHED,0.0,1.0,0.64,0.79,3.35,3.0,2.31,2.59,1.5,3.26,1.34,True
1919,Ligue 1 (France),2024,2025-04-17 13:00:00,Lig-Team-12,Lig-Team-10,FINISHED,3.0,1.0,1.88,0.79,1.4,4.5,8.1,2.39,1.59,2.05,1.79,True
1920,Ligue 1 (France),2024,2025-04-17 18:00:00,Lig-Team-09,Lig-Team-07,FINISHED,2.0,2.0,0.86,0.99,2.61,2.93,2.97,2.63,1.48,3.39,1.33,True
1921,Premier League (England),2024,2025-04-23 13:00:00,Pre-Team-05,Pre-Team-04,FINISHED,3.0,4.0,1.26,1.04,3.52,3.22,2.14,2.28,1.64,2.69,1.47,True
